freq,animals,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,A3100,THS_HD,BE21	996.97 	976.88 	985.58 	943.51 	968.05 	997.17 	997.17 	1011.57 	1001.58 	960.23 	923.93 	872.81 
A,A3100,THS_HD,BE22	471.10 	397.26 	406.13 	387.60 	395.97 	399.23 	399.23 	398.27 	370.32 	352.63 	298.26 	288.37 
A,A3100,THS_HD,BE23	1065.03 	1026.00 	1021.17 	979.60 	960.40 	960.48 	960.48 	948.61 	929.67 	885.69 	813.44 	811.38 
A,A3100,THS_HD,BE24	146.30 	153.71 	167.83 	160.85 	151.28 	146.89 	146.89 	147.59 	147.95 	143.52 	130.58 	134.34 
A,A3100,THS_HD,BE25	3474.95 	3453.38 	3400.49 	3330.89 	3262.45 	3328.69 	3328.69 	3327.03 	3209.80 	3046.26 	2870.90 	2926.61 
A,A3100,THS_HD,BE31	23.18 	23.58 	24.11 	25.65 	23.07 	24.07 	24.07 	23.65 	21.73 	23.17 	22.86 	22.39 
A,A3100,THS_HD,BE32	117.86 	133.15 	144.01 	137.88 	141.78 	141.64 	141.64 	145.82 	136.78 	133.41 	130.09 	123.98 
A,A3100,THS_HD,BE33	85.25 	110.72 	108.42 	103.82 	101.54 	102.13 	102.13 	110.48 	112.86 	102.50 	92.44 	94.69 
A,A3100,THS_HD,BE34	25.00 	17.69 	34.33 	28.73 	26.14 	29.02 	29.02 	28.67 	32.96 	32.49 	31.58 	32.88 
A,A3100,THS_HD,BE35	75.49 	57.79 	72.10 	78.06 	77.40 	79.81 	79.81 	76.59 	78.50 	71.29 	65.95 	67.76 
A,A3100,THS_HD,BG31	45.72 	32.08 	25.97 	26.37 	35.11 	27.00 	17.46 	22.56 	21.99 	19.00 	46.95 	53.78 
A,A3100,THS_HD,BG32	182.70 	170.86 	182.30 	190.89 	194.65 	197.55 	70.24 	119.55 	168.70 	140.82 	183.29 	193.07 
A,A3100,THS_HD,BG33	130.10 	144.02 	179.32 	181.28 	196.18 	219.59 	211.85 	225.58 	203.40 	148.84 	163.80 	171.29 
A,A3100,THS_HD,BG34	149.69 	157.65 	157.84 	171.11 	118.94 	139.32 	122.84 	154.24 	255.47 	244.75 	244.80 	237.20 
A,A3100,THS_HD,BG41	30.15 	16.14 	15.40 	11.10 	10.46 	15.94 	9.86 	9.28 	8.80 	8.82 	10.34 	6.91 
A,A3100,THS_HD,BG42	48.06 	32.36 	39.24 	35.67 	37.81 	55.14 	59.57 	60.90 	36.31 	39.46 	75.58 	38.55 
A,A3100,THS_HD,CH01	: 	: 	44.65 e	42.32 	40.48 	39.74 	32.65 	35.01 	35.15 p	34.65 p	34.49 p	34.59 p
A,A3100,THS_HD,CH02	: 	: 	374.35 e	360.83 	351.17 	344.73 	325.49 	322.21 	323.39 p	318.90 p	313.01 p	306.90 p
A,A3100,THS_HD,CH03	: 	: 	108.72 e	105.49 	102.67 	100.78 	95.69 	102.73 	103.11 p	101.67 p	97.98 p	97.60 p
A,A3100,THS_HD,CH04	: 	: 	40.34 e	38.98 	35.75 	35.10 	36.17 	34.29 	34.41 p	33.93 p	32.87 p	34.43 p
A,A3100,THS_HD,CH05	: 	: 	426.24 e	414.83 	403.68 	396.28 	388.69 	386.67 	388.16 p	382.72 p	372.25 p	363.68 p
A,A3100,THS_HD,CH06	: 	: 	490.62 e	480.89 	482.76 	473.91 	472.61 	482.71 	484.45 p	477.75 p	462.24 p	458.03 p
A,A3100,THS_HD,CH07	: 	: 	2.87 e	2.70 	2.69 	2.64 	2.73 	2.75 	2.76 p	2.72 p	2.68 p	1.68 p
A,A3100,THS_HD,CY00	357.90 	342.07 	358.06 p	352.77 p	350.01 	362.10 	351.92 	359.06 	360.59 	330.87 	309.76 	309.79 
A,A3100,THS_HD,CZ01	1.73 	2.20 	4.28 	5.43 	4.70 	0.73 	1.17 	1.07 	0.67 	1.03 	0.89 	4.66 
A,A3100,THS_HD,CZ02	308.29 	315.26 	311.90 	297.37 	304.38 	306.69 	314.17 	324.55 	326.91 	313.41 	312.67 	319.69 
A,A3100,THS_HD,CZ03	257.43 	268.35 	239.66 	212.60 	218.57 	209.26 	195.59 	200.27 	192.17 	180.73 	176.49 	187.99 
A,A3100,THS_HD,CZ04	77.97 	100.10 	117.15 	105.66 	110.57 	115.99 	126.33 	126.45 	121.19 	116.31 	112.42 	119.88 
A,A3100,THS_HD,CZ05	240.77 	250.53 	255.50 	243.29 	248.17 	244.65 	237.94 	255.96 	251.54 	229.87 	232.62 	246.87 
A,A3100,THS_HD,CZ06	416.20 	426.56 	400.68 	433.99 	459.79 	446.05 	455.79 	454.57 	438.64 	384.13 	410.62 	421.71 
A,A3100,THS_HD,CZ07	192.46 	185.91 	188.38 	146.73 	155.34 	153.39 	141.22 	146.09 	128.00 	77.28 	90.55 	94.89 
A,A3100,THS_HD,CZ08	52.85 	57.97 	37.85 	34.21 	30.18 	30.82 	36.71 	37.08 	34.32 	26.07 	26.01 	26.13 
A,A3100,THS_HD,DE40	: 	: 	: 	: 	: 	: 	: 	786.90 	696.10 	597.50 	537.80 	552.50 
A,A3100,THS_HD,DE80	: 	: 	: 	: 	: 	: 	: 	833.10 	700.10 	564.60 	568.00 	570.40 
A,A3100,THS_HD,DEC0	: 	: 	: 	: 	: 	: 	: 	2.20 	1.90 	1.90 	1.80 	1.00 
A,A3100,THS_HD,DEE0	1260.68 	1247.41 	1184.24 p	1177.62 	1201.10 p	1125.2 	1133.7 	1101.30 	1103.30 	976.30 	971.70 	945.20 
A,A3100,THS_HD,DEF0	: 	: 	: 	: 	: 	: 	: 	1403.30 	1210.70 	1027.30 	1006.40 	: 
A,A3100,THS_HD,DEG0	: 	: 	: 	: 	: 	: 	: 	699.80 	617.70 	621.70 	636.00 	666.70 
A,A3100,THS_HD,DK01	259.00 	285.00 	314.00 	314.00 	324.00 	316.00 	290.00 	304.00 	301.00 	240.00 	258.00 	254.00 
A,A3100,THS_HD,DK02	1216.00 	1292.00 	1324.00 	1324.00 	1329.00 	1266.00 	1280.00 	1281.00 	1397.00 	1134.00 	1186.00 	1226.00 
A,A3100,THS_HD,DK03	3836.00 	3846.00 	3829.00 	3829.00 	3831.00 	3721.00 	3715.00 	4041.00 	3881.00 	3450.00 	3392.00 	3414.00 
A,A3100,THS_HD,DK04	4421.00 	4542.00 	4551.00 	4551.00 	4551.00 	4476.00 	4564.00 	4731.00 	4645.00 	4119.00 	4053.00 	4068.00 
A,A3100,THS_HD,DK05	2670.00 	2745.00 	2684.00 	2684.00 	2797.00 	2863.00 	2879.00 	3034.00 	2927.00 	2598.00 	2479.00 	2621.00 
A,A3100,THS_HD,EE00	360.00 p	360.10 p	307.10 p	265.90 	284.50 	290.20 	301.70 	316.60 	308.00 	269.38 	274.96 	283.55 
A,A3100,THS_HD,EL11	97.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,EL12	140.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,EL13	23.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,EL14	206.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,EL21	173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,EL22	95.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,EL23	3.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,EL24	134.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,EL25	76 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,EL30	6.30 	6.70 	5.70 	3.50 	3.20 p	2.10 p	2.00 	20.80 	21.70 	22.00 	39.30 	44.17 
A,A3100,THS_HD,EL41	9.40 	9.30 	7.20 	6.20 	6.10 	5.70 	5.20 	3.60 	3.60 	3.00 	1.63 	1.96 
A,A3100,THS_HD,EL42	14.70 	15.90 	14.00 	12.40 	12.30 	9.20 	9.00 	5.50 	5.70 	5.10 	3.75 	6.01 
A,A3100,THS_HD,EL43	55.20 	57.90 	46.10 	39.20 	45.70 	46.90 	45.30 	23.20 	36.40 	23.70 	19.64 	26.78 
A,A3100,THS_HD,EL51	94.00 	99.30 	69.30 	75.80 	61.00 	58.70 	59.50 	66.50 	70.60 	67.10 	62.35 	65.47 
A,A3100,THS_HD,EL52	132.10 	125.90 	111.80 	90.00 	94.30 	90.10 	85.30 	101.50 	95.10 	84.70 	94.57 	99.93 
A,A3100,THS_HD,EL53	24.00 	27.20 	18.00 	16.60 	15.40 	13.40 	13.10 	9.10 	8.50 	7.30 	18.84 	8.67 
A,A3100,THS_HD,EL54	181.80 	185.00 	132.40 	122.90 	135.30 	131.00 	148.70 	142.10 	145.90 	169.30 	168.66 	171.31 
A,A3100,THS_HD,EL61	188.50 	192.60 	192.50 	136.30 	132.40 	128.60 	142.20 	110.80 	117.90 	119.10 	121.73 	126.50 
A,A3100,THS_HD,EL62	3.80 	4.50 	2.40 	1.80 	1.80 	1.70 	1.90 	0.70 	0.70 	0.60 	0.41 	0.41 
A,A3100,THS_HD,EL63	147.60 	142.80 	123.90 	103.60 	98.60 	91.50 	87.40 	101.70 	104.50 	91.40 	83.03 	84.26 
A,A3100,THS_HD,EL64	94.80 	97.20 	79.30 	70.40 	73.00 	79.60 	75.00 	90.50 	91.30 	95.90 	94.29 	94.77 
A,A3100,THS_HD,EL65	76.90 	81.40 	74.30 	64.40 	65.90 	63.00 	58.60 	67.00 	57.20 	52.30 	63.28 	55.91 
A,A3100,THS_HD,ES11	1092.81 	1130.66 	1082.04 	1078.55 	1096.91 	1200.79 p	1352.48 	1286.72 	1196.28 	1490.86 	1627.36 	1357.11 
A,A3100,THS_HD,ES12	14.51 	11.83 	14.28 	14.79 	9.51 	9.01 p	7.50 	6.98 	7.01 	6.33 	6.12 	5.78 
A,A3100,THS_HD,ES13	2.26 	2.14 	2.40 	2.33 	1.27 	1.32 p	1.36 	1.51 	0.77 	1.28 	0.95 	2.20 
A,A3100,THS_HD,ES21	21.29 	24.80 	27.12 	32.35 	34.90 	35.77 p	35.80 	36.05 	36.97 	34.70 	30.14 	26.21 
A,A3100,THS_HD,ES22	476.74 	546.36 	528.76 	647.10 	650.25 	610.90 p	650.03 	685.61 	828.61 	841.66 	826.14 	769.89 
A,A3100,THS_HD,ES23	86.34 	94.14 	92.36 	97.39 	112.41 	122.79 p	124.15 	135.16 	111.99 	133.53 	159.29 	187.93 
A,A3100,THS_HD,ES24	6083.72 	6316.47 	6904.20 	7047.77 	7762.83 	8073.14 p	8197.33 	8778.70 	9874.72 	9623.18 	9612.80 	9903.58 
A,A3100,THS_HD,ES30	14.64 	16.59 	22.90 	18.48 	17.21 p	17.73 p	18.09 	20.71 	20.63 	17.79 	16.70 	17.27 
A,A3100,THS_HD,ES41	3307.43 	3543.94 	3694.27 	3894.52 	4007.87 	4120.75 p	4241.98 	4400.54 	4564.43 	4431.28 	4622.58 	4774.91 
A,A3100,THS_HD,ES42	1249.84 	1289.75 	1559.68 	1670.01 	1624.02 	1733.43 p	1583.06 	1727.30 	1874.66 	1817.85 	1838.86 	1830.65 
A,A3100,THS_HD,ES43	897.83 	928.73 	1378.15 	1438.09 	1158.19 	1280.61 p	1243.85 	1455.39 	1526.65 	1283.25 	1414.70 	1466.09 
A,A3100,THS_HD,ES51	6627.11 	7457.22 	7699.75 	7616.97 	7754.30 	7778.90 p	7912.93 	8072.04 	8020.89 	7948.72 	8061.14 	8031.27 
A,A3100,THS_HD,ES52	942.58 	1073.53 	1107.82 	1142.76 	1161.86 	1134.93 p	1148.93 	1206.66 	1034.61 	1306.85 	1073.99 	985.42 
A,A3100,THS_HD,ES53	63.70 	52.91 	56.88 	48.43 	51.34 	53.03 p	50.77 	53.07 	44.63 	53.62 	42.45 	45.80 
A,A3100,THS_HD,ES61	1763.18 	2247.71 	2401.99 	2563.27 	2611.68 	2624.66 p	2651.93 	2758.67 	2790.05 	2700.87 	2632.95 	2742.60 
A,A3100,THS_HD,ES62	1998.39 	1762.93 	1744.86 	1862.52 	1870.13 	1962.65 p	1976.54 	2120.16 	2483.67 	2340.51 	1802.21 	2381.16 
A,A3100,THS_HD,ES63	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,A3100,THS_HD,ES64	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,A3100,THS_HD,ES70	67.10 	67.89 	49.88 	56.27 	46.70 p	43.70 p	49.33 	50.79 	37.54 	41.12 	34.69 	37.44 
A,A3100,THS_HD,FI19	664.00 	636.20 	645.40 	620.00 	570.80 	553.00 	572.50 	582.90 	579.80 	541.11 	538.74 	538.18 
A,A3100,THS_HD,FI1B	27.20 	28.90 	35.00 	32.40 	26.70 	27.00 	: @C	21.40 	: @C	: @C	: @C	: @C
A,A3100,THS_HD,FI1C	446.60 	443.60 	446.30 	433.70 	413.80 	372.00 	377.80 	403.50 	402.00 	348.61 	341.27 	331.84 
A,A3100,THS_HD,FI1D	120.50 	113.80 	112.20 	110.40 	97.00 	89.10 	: @C	: @C	92.10 	88.23 	83.28 	82.98 
A,A3100,THS_HD,FI20	: @C	: @C	0.00 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,A3100,THS_HD,FR10	7.00 	7.00 	8.00 p	7.00 p	7.00 	8.00 	8.00 	4.00 	4.00 	3.88 b	3.74 e	3.71 e
A,A3100,THS_HD,FR21	: 	: 	: 	211.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR22	: 	: 	: 	96.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR23	: 	: 	: 	158.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR24	: 	: 	: 	350.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR25	: 	: 	: 	564.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR26	: 	: 	: 	110.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR30	471.00 	490.00 	506.00 p	453.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR41	: 	: 	: 	94.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR42	: 	: 	: 	93.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR43	: 	: 	: 	100.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR51	: 	: 	: 	1475.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR52	: 	: 	: 	7203.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR53	: 	: 	: 	326.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR61	: 	: 	: 	352.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR62	: 	: 	: 	372.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR63	: 	: 	: 	116.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR71	: 	: 	: 	349.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR72	: 	: 	: 	200.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR81	: 	: 	: 	27.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR82	: 	: 	: 	22.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR83	: 	: 	: 	20.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR91	15.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR93	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FR94	66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FRA1	: 	: 	: 	15.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FRA2	: 	: 	: 	10.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FRA3	: 	: 	: 	5.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FRA4	: 	: 	: 	64.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FRA5	: 	: 	: 	0.00 p	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,FRB0	333.00 	334.00 	304.00 p	350.00 p	343.00 	354.00 	351.00 	335.00 	309.00 	327.68 b	323.61 e	328.98 e
A,A3100,THS_HD,FRC1	125.00 	128.00 	128.00 p	110.00 p	113.00 	112.00 	115.00 	130.00 	134.00 	122.91 b	121.88 e	116.78 e
A,A3100,THS_HD,FRC2	113.00 	110.00 	117.00 p	100.00 p	101.00 	90.00 	97.00 	96.00 	82.00 	79.03 b	78.62 e	86.68 e
A,A3100,THS_HD,FRD1	562.00 	549.00 	590.00 p	564.00 p	589.00 	590.00 	526.00 	585.00 	552.00 	513.30 b	456.94 e	484.46 e
A,A3100,THS_HD,FRD2	159.00 	157.00 	164.00 p	158.00 p	160.00 	148.00 	165.00 	174.00 	163.00 	167.25 b	168.45 e	175.15 e
A,A3100,THS_HD,FRE1	471.00 	490.00 	506.00 p	453.00 p	475.00 	476.00 	479.00 	492.00 	454.00 	457.12 b	419.75 e	440.78 e
A,A3100,THS_HD,FRE2	126.00 	122.00 	104.00 p	96.00 p	91.00 	87.00 	125.00 	115.00 	113.00 	109.69 b	112.41 e	109.01 e
A,A3100,THS_HD,FRF1	97.00 	96.00 	97.00 p	93.00 p	97.00 	100.00 	98.00 	104.00 	100.00 	94.33 b	91.27 e	90.53 e
A,A3100,THS_HD,FRF2	176.00 	187.00 	195.00 p	211.00 p	217.00 	214.00 	205.00 	206.00 	202.00 	196.36 b	197.81 e	195.11 e
A,A3100,THS_HD,FRF3	70.00 	95.00 	97.00 p	94.00 p	97.00 	100.00 	99.00 	98.00 	94.00 	88.65 b	85.85 e	85.02 e
A,A3100,THS_HD,FRG0	1574.00 	1582.00 	1564.00 p	1475.00 p	1492.00 	1453.00 	1491.00 	1560.00 	1480.00 	1358.08 b	1331.45 e	1331.85 e
A,A3100,THS_HD,FRH0	7617.00 	7443.00 	7521.00 p	7203.00 p	7625.00 	8065.00 	7932.00 	7462.00 	7269.00 	6799.90 b	6618.51 e	6476.32 e
A,A3100,THS_HD,FRI1	388.00 	374.00 	376.00 p	352.00 p	358.00 	384.00 	376.00 	412.00 	402.00 	385.24 b	364.43 e	363.55 e
A,A3100,THS_HD,FRI2	120.00 	139.00 	116.00 p	116.00 p	125.00 	113.00 	124.00 	122.00 	120.00 	107.30 b	111.48 e	109.45 e
A,A3100,THS_HD,FRI3	377.00 	391.00 	349.00 p	326.00 p	351.00 	354.00 	335.00 	406.00 	395.00 	335.17 b	325.11 e	334.26 e
A,A3100,THS_HD,FRJ1	28.00 	28.00 	28.00 p	27.00 p	28.00 	29.00 	28.00 	29.00 	28.00 	26.06 b	25.19 e	24.97 e
A,A3100,THS_HD,FRJ2	402.00 	402.00 	396.00 p	372.00 p	409.00 	380.00 	365.00 	388.00 	381.00 	371.97 b	348.55 e	343.00 e
A,A3100,THS_HD,FRK1	225.00 	228.00 	234.00 p	200.00 p	206.00 	211.00 	184.00 	231.00 	219.00 	215.23 b	201.40 e	198.69 e
A,A3100,THS_HD,FRK2	292.00 	294.00 	272.00 p	349.00 p	326.00 	303.00 	266.00 	272.00 	275.00 	267.71 b	257.18 e	267.65 e
A,A3100,THS_HD,FRL0	22.00 	22.00 	23.00 p	22.00 p	23.00 	23.00 	23.00 	20.00 	19.00 	18.11 b	17.47 e	17.35 e
A,A3100,THS_HD,FRM0	20.00 	20.00 	21.00 p	20.00 p	21.00 	21.00 	21.00 	49.00 	48.00 	45.56 b	44.02 e	43.66 e
A,A3100,THS_HD,FRY1	: 	15.00 	15.00 p	15.00 p	15.00 	16.00 	16.00 	15.00 	15.00 	13.61 b	13.10 e	12.93 e
A,A3100,THS_HD,FRY2	10.00 	10.00 	10.00 p	10.00 p	10.00 	11.00 	11.00 	9.00 	9.00 	8.06 b	7.78 e	7.68 e
A,A3100,THS_HD,FRY3	5.00 	5.00 	5.00 p	5.00 p	5.00 	5.00 	5.00 	4.00 	4.00 	3.29 b	3.15 e	3.11 e
A,A3100,THS_HD,FRY4	66.00 	65.00 	67.00 p	64.00 p	67.00 	68.00 	68.00 	74.00 	71.00 	67.13 b	64.88 e	64.29 e
A,A3100,THS_HD,FRY5	: 	: 	: 	0.00 p	: 	: 	: 	0.00 	0.00 	0.01 b	0.01 e	0.01 e
A,A3100,THS_HD,HR01	360.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,HR02	731.9 	: 	: 	: 	: 	: 	: 	: 	: 	643.60 b	603.90 	634.00 
A,A3100,THS_HD,HR03	17.90 	19.10 	23.50 	19.10 	16.30 	14.10 	22.00 	21.90 	18.80 	13.50 b	13.10 	11.50 
A,A3100,THS_HD,HR04	: 	1137.10 	1143.30 	1143.90 	1104.70 	1035.00 	1000.30 	1011.20 	952.50 	: 	: 	: 
A,A3100,THS_HD,HR05	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.10 b	5.10 	3.60 
A,A3100,THS_HD,HR06	: 	: 	: 	: 	: 	: 	: 	: 	: 	284.30 b	230.40 	224.60 
A,A3100,THS_HD,HU10	103.00 	178.00 	186.00 	193.00 	211.00 	196.00 	167.00 	189.00 	46.20 	: 	: 	: 
A,A3100,THS_HD,HU11	: 	: 	: 	: 	115.00 	120.00 	104.00 	1.40 	0.10 	0.30 	0.00 	0.00 
A,A3100,THS_HD,HU12	: 	: 	: 	: 	96.00 	76.00 	62.00 	50.60 	46.10 	51.30 	26.50 	27.90 
A,A3100,THS_HD,HU21	260.00 	272.00 	290.00 	296.00 	301.00 	258.00 	259.00 	274.80 	359.20 	324.30 	262.70 	273.00 
A,A3100,THS_HD,HU22	283.00 	255.00 	258.00 	233.00 	242.00 	223.00 	193.00 	231.00 	236.50 	199.70 	228.90 	245.50 
A,A3100,THS_HD,HU23	566.00 	666.00 	616.00 	506.00 	500.00 	551.00 	583.00 	649.10 	676.10 	620.60 	701.00 	794.50 
A,A3100,THS_HD,HU31	142.00 	135.00 	123.00 	116.00 	110.00 	110.00 	86.00 	108.70 	104.10 	97.30 	69.50 	84.30 
A,A3100,THS_HD,HU32	862.00 	794.00 	771.00 	771.00 	751.00 	773.00 	664.00 	778.50 	701.50 	681.50 	700.20 	722.10 
A,A3100,THS_HD,HU33	789.00 	835.00 	881.00 	792.00 	757.00 	760.00 	682.00 	756.10 	602.40 	583.10 	618.90 	655.00 
A,A3100,THS_HD,IE01	706.82 	723.46 	717.95 	800.43 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,IE02	762.27 	782.21 	756.59 	727.40 	: 	: 	: 	: 	: 	: 	: 	: 
A,A3100,THS_HD,IE04	: 	: 	: 	: 	497.68 	452.99 	466.08 	513.18 	452.94 	401.00 	436.70 	473.52 
A,A3100,THS_HD,IE05	: 	: 	: 	: 	726.84 	706.12 	745.80 	733.31 	800.76 	922.55 	771.01 	714.18 
A,A3100,THS_HD,IE06	: 	: 	: 	: 	391.84 	413.04 	401.40 	432.08 	459.88 	246.84 	199.90 	286.04 
A,A3100,THS_HD,IS00	36.30 	36.50 e	36.40 e	38.00 	37.00 	36.00 	35.00 	: 	: 	24.30 	21.10 	: 
A,A3100,THS_HD,ITC1	929.56 	1072.50 	1072.87 	1091.58 	1090.30 	1114.20 	1121.72 	1135.46 	1150.50 	1183.82 b	1387.44 	1253.90 b
A,A3100,THS_HD,ITC2	0.44 	0.15 	0.12 	0.12 	0.06 	0.08 	0.09 	0.07 	0.06 	0.04 b	0.04 	0.05 b
A,A3100,THS_HD,ITC3	0.85 	0.86 	1.26 	1.54 	2.51 	2.39 	1.90 	0.86 	0.93 	0.87 b	0.78 	0.12 b
A,A3100,THS_HD,ITC4	4055.23 	4053.16 	4046.57 	3908.46 	3994.02 	3988.23 	3984.63 	3983.45 	3955.54 	4427.41 b	4589.04 	3726.68 b
A,A3100,THS_HD,ITF1	101.17 	93.41 	92.42 	92.97 	88.23 	94.97 	79.35 	79.50 	74.90 	83.74 b	97.58 	65.57 b
A,A3100,THS_HD,ITF2	30.18 	21.88 	21.90 	22.49 	20.37 	21.26 	16.56 	16.49 	17.26 	19.11 b	20.14 	23.52 b
A,A3100,THS_HD,ITF3	100.47 	91.65 	92.15 	99.18 	97.71 	104.98 	97.99 	98.92 	87.51 	86.96 b	83.49 	88.18 b
A,A3100,THS_HD,ITF4	45.34 	30.01 	29.69 	29.77 	27.50 	25.07 	20.28 	23.36 	23.86 	28.50 b	33.04 	29.43 b
A,A3100,THS_HD,ITF5	90.52 	81.10 	80.60 	85.38 	76.68 	76.79 	79.04 	78.26 	78.23 	72.59 b	70.33 	61.06 b
A,A3100,THS_HD,ITF6	58.02 	60.42 	58.87 	57.40 	64.75 	60.57 	60.89 	60.02 	54.34 	51.00 b	51.20 	52.39 b
A,A3100,THS_HD,ITG1	26.87 	31.48 	31.01 	35.31 	44.09 	44.29 	45.15 	46.45 	46.13 	61.78 b	59.68 	52.45 b
A,A3100,THS_HD,ITG2	146.46 	150.65 	150.27 	140.88 	139.78 	119.45 	114.00 	116.55 	117.81 	157.29 b	152.92 	159.89 b
A,A3100,THS_HD,ITH1	11.86 	5.94 	4.85 	4.91 	7.10 	7.98 	7.94 	5.98 	6.25 	6.07 b	5.97 	3.91 b
A,A3100,THS_HD,ITH2	4.48 	6.99 	7.79 	7.28 	8.00 	8.70 	8.66 	10.87 	10.00 	6.08 b	6.71 	5.33 b
A,A3100,THS_HD,ITH3	596.21 	718.04 	716.58 	719.52 	709.81 	715.52 	717.56 	722.13 	704.16 	733.16 b	808.95 	684.92 b
A,A3100,THS_HD,ITH4	233.61 	205.91 	207.96 	208.59 	205.64 	220.01 	211.53 	214.89 	222.11 	230.72 b	218.12 	229.33 b
A,A3100,THS_HD,ITH5	1570.70 	1477.17 	1482.06 	1408.65 	1438.10 	1330.49 	1377.53 	1380.43 	1315.92 	1060.48 b	1053.63 	948.74 b
A,A3100,THS_HD,ITI1	144.44 	133.26 	143.13 	124.99 	127.28 	124.71 	137.01 	137.74 	134.83 	128.29 b	132.70 	125.63 b
A,A3100,THS_HD,ITI2	170.72 	176.36 	177.30 	185.80 	187.00 	193.38 	193.22 	197.06 	192.02 	201.87 b	201.50 	185.07 b
A,A3100,THS_HD,ITI3	181.07 	201.27 	202.47 	190.13 	192.70 	183.87 	183.48 	183.82 	164.72 	150.32 b	147.45 	86.80 b
A,A3100,THS_HD,ITI4	63.11 	63.89 	63.33 	62.98 	54.36 	55.30 	51.74 	50.73 	50.90 	49.29 b	50.46 	37.53 b
A,A3100,THS_HD,LT00	754.60 p	714.20 p	687.80 p	663.90 	611.90 p	572.00 p	550.80 p	555.20 p	573.80 p	: 	: 	: 
A,A3100,THS_HD,LT01	59.30 	55.90 	51.80 	48.70 	47.60 	47.40 	45.30 	41.80 	39.70 	36.43 	35.98 	35.24 
