freq,animals,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,A4200,THS_HD,ES51	76.11 	65.86 	70.49 	71.52 	72.32 	74.75 p	76.60 	75.53 	72.09 	68.83 	66.52 	76.06 
A,A4200,THS_HD,ES52	72.62 	73.17 	75.73 	74.93 	76.51 	78.71 p	79.27 	81.07 	75.77 	72.54 	64.93 	68.03 
A,A4200,THS_HD,ES53	14.52 	13.29 	14.34 	15.00 	14.27 	14.13 p	13.86 	13.61 	13.51 	12.40 	12.81 	14.50 
A,A4200,THS_HD,ES61	946.11 	984.72 	1059.26 	1113.71 	1105.88 	1029.65 p	991.84 	1019.77 	993.65 	917.40 	851.59 	829.50 
A,A4200,THS_HD,ES62	213.09 	191.59 	209.35 	209.00 	214.71 	221.89 p	217.27 	213.09 	213.01 	211.53 	200.34 	235.51 
A,A4200,THS_HD,ES63	: 	0.00 	0.00 	0.00 	0.00 	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,A4200,THS_HD,ES64	: 	0.00 	0.00 	0.00 	0.00 	0.00 p	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
A,A4200,THS_HD,ES70	250.92 	305.59 	226.99 	280.83 	262.92 p	210.87 p	204.93 	200.71 	203.93 	206.91 	198.75 	237.25 
A,A4200,THS_HD,FR10	2.00 	2.00 	2.00 	2.00 d	2.00 	2.11 	2.09 	2.36 	2.30 	2.21 p	2.20 p	2.12 
A,A4200,THS_HD,FR30	2.00 	2.00 	2.00 	2.00 d	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,FR91	13.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,FR92	4.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,FR93	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,FR94	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,FRB0	135.00 	137.00 	130.00 	125.00 d	134.00 	129.91 	127.50 	136.56 	135.34 	133.80 p	132.89 p	129.33 
A,A4200,THS_HD,FRC1	35.00 	36.00 	34.00 	36.00 d	36.00 	36.23 	32.61 	40.22 	40.71 	37.19 p	35.63 p	33.56 
A,A4200,THS_HD,FRC2	5.00 	5.00 	5.00 	5.00 d	5.00 	4.91 	4.87 	5.66 	5.82 	5.55 p	5.57 p	5.36 
A,A4200,THS_HD,FRD1	5.00 	5.00 	5.00 	4.00 d	5.00 	4.75 	4.72 	8.40 	8.98 	8.57 p	8.55 p	8.23 
A,A4200,THS_HD,FRD2	2.00 	2.00 	2.00 	2.00 d	2.00 	2.45 	2.44 	3.67 	3.70 	3.53 p	3.54 p	3.41 
A,A4200,THS_HD,FRE1	2.00 	2.00 	2.00 	2.00 d	2.00 	2.27 	2.26 	5.07 	5.36 	5.10 p	5.08 p	4.89 
A,A4200,THS_HD,FRE2	1.00 	1.00 	1.00 	1.00 d	1.00 	1.48 	1.47 	2.73 	2.86 	2.73 p	2.71 p	2.61 
A,A4200,THS_HD,FRF1	4.00 	4.00 	4.00 	4.00 d	4.00 	4.10 	4.07 	6.14 	6.11 	5.84 p	5.86 p	5.64 
A,A4200,THS_HD,FRF2	1.00 	1.00 	1.00 	1.00 d	1.00 	1.14 	1.13 	2.19 	2.38 	2.27 p	2.26 p	2.18 
A,A4200,THS_HD,FRF3	5.00 	5.00 	5.00 	5.00 d	5.00 	5.12 	5.08 	8.61 	8.76 	8.36 p	8.31 p	8.01 
A,A4200,THS_HD,FRG0	147.00 	148.00 	151.00 	157.00 d	156.00 	151.68 	156.11 	188.37 	186.80 	185.70 p	183.74 p	177.14 
A,A4200,THS_HD,FRH0	29.00 	29.00 	29.00 	28.00 d	29.00 	26.24 	29.71 	47.23 	36.16 	36.21 p	37.50 p	34.17 
A,A4200,THS_HD,FRI1	49.00 	47.00 	46.00 	46.00 d	44.00 	50.70 	49.22 	62.61 	69.75 	74.29 p	73.95 p	58.95 
A,A4200,THS_HD,FRI2	21.00 	21.00 	21.00 	19.00 d	22.00 	24.91 	21.48 	22.71 	22.83 	22.90 p	22.24 p	20.98 
A,A4200,THS_HD,FRI3	405.00 	403.00 	385.00 	368.00 d	369.00 	365.69 	358.83 	369.55 	368.33 	340.26 p	323.81 p	317.62 
A,A4200,THS_HD,FRJ1	25.00 	23.00 	22.00 	24.00 d	22.00 	24.41 	24.81 	30.52 	29.34 	32.42 p	32.78 p	30.22 
A,A4200,THS_HD,FRJ2	135.00 	131.00 	131.00 	123.00 d	124.00 	145.98 	144.71 	160.82 	164.69 	157.61 p	157.65 p	150.20 
A,A4200,THS_HD,FRK1	31.00 	29.00 	29.00 	31.00 d	33.00 	32.28 	32.23 	35.39 	38.44 	37.31 p	36.50 p	30.87 
A,A4200,THS_HD,FRK2	139.00 	141.00 	135.00 	132.00 d	127.00 	138.01 	142.36 	169.58 	145.25 	138.84 p	139.71 p	134.09 
A,A4200,THS_HD,FRL0	31.00 	33.00 	31.00 	33.00 d	36.00 	34.14 	36.16 	40.70 	40.08 	39.67 p	40.31 p	37.30 
A,A4200,THS_HD,FRM0	37.00 	33.00 	32.00 	31.00 d	32.00 	35.12 	35.74 	51.87 	49.58 	43.22 p	48.81 p	48.81 
A,A4200,THS_HD,FRY1	: 	11.00 	9.00 	9.00 d	7.00 	7.11 	6.02 	9.74 	10.39 	9.24 p	9.65 p	9.29 
A,A4200,THS_HD,FRY2	4.00 	3.00 	3.00 	3.00 d	3.00 	2.43 	2.42 	3.31 	3.50 	3.29 p	3.38 p	3.25 
A,A4200,THS_HD,FRY3	2.00 	2.00 	2.00 	2.00 d	2.00 	1.69 	1.68 	2.61 	2.28 	2.14 p	2.20 p	2.12 
A,A4200,THS_HD,FRY4	17.00 	15.00 	12.00 	11.00 d	10.00 	16.78 	11.92 	13.33 	13.33 	12.23 p	13.03 p	12.55 
A,A4200,THS_HD,FRY5	: 	: p	: 	: 	: 	: 	: 	2.56 	2.49 	2.37 p	2.40 p	2.31 
A,A4200,THS_HD,HR01	20.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,HR02	16.8 	: 	: 	: 	: 	: 	: 	: 	: 	15.00 b	13.80 	13.10 
A,A4200,THS_HD,HR03	31.30 	27.40 	30.40 	45.80 	47.40 	52.00 	51.40 	54.50 	53.90 	50.90 b	44.70 	42.60 
A,A4200,THS_HD,HR04	: 	33.30 	31.60 	29.70 	29.40 	28.10 	30.10 	31.80 	31.80 	: 	: 	: 
A,A4200,THS_HD,HR05	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.60 b	0.80 	0.40 
A,A4200,THS_HD,HR06	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.10 b	13.50 	12.00 
A,A4200,THS_HD,HU10	7.00 	8.00 	8.00 	7.00 	7.00 	7.00 	6.00 	6.00 	5.50 	: 	: 	: 
A,A4200,THS_HD,HU11	: 	: 	: 	: 	1.00 	1.00 	0.00 	0.40 	0.20 	0.20 	0.00 	0.00 
A,A4200,THS_HD,HU12	: 	: 	: 	: 	7.00 	6.00 	6.00 	5.10 	5.40 	5.40 	3.80 	3.70 
A,A4200,THS_HD,HU21	7.00 	7.00 	6.00 	9.00 	8.00 	6.00 	5.00 	4.50 	5.00 	5.10 	3.90 	4.10 
A,A4200,THS_HD,HU22	5.00 	5.00 	5.00 	11.00 	8.00 	7.00 	7.00 	4.90 	4.90 	4.50 	2.70 	3.00 
A,A4200,THS_HD,HU23	11.00 	10.00 	11.00 	10.00 	11.00 	8.00 	9.00 	5.30 	6.20 	3.90 	3.60 	4.10 
A,A4200,THS_HD,HU31	10.00 	9.00 	10.00 	11.00 	12.00 	9.00 	9.00 	6.30 	6.80 	7.00 	6.10 	5.60 
A,A4200,THS_HD,HU32	17.00 	17.00 	19.00 	16.00 	17.00 	15.00 	16.00 	11.80 	8.90 	7.80 	5.10 	5.80 
A,A4200,THS_HD,HU33	16.00 	14.00 	12.00 	16.00 	17.00 	15.00 	12.00 	8.90 	8.20 	7.00 	6.00 	5.10 
A,A4200,THS_HD,IE01	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,IE02	: 	0.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,IS00	0.90 	: 	: 	1.10 	1.30 	1.50 	1.60 	1.60 	1.70 	1.88 	1.84 	1.89 
A,A4200,THS_HD,ITC1	76.46 	74.76 	78.53 	78.34 	69.83 	70.29 	77.05 	78.37 	77.64 	76.53 b	67.41 	69.93 
A,A4200,THS_HD,ITC2	3.83 	4.57 	7.87 	8.10 	5.69 	5.30 	5.56 	5.64 	4.80 	4.59 b	4.08 	3.69 
A,A4200,THS_HD,ITC3	13.76 	5.73 	4.94 	5.80 	5.34 	6.14 	8.07 	7.73 	9.11 	9.96 b	8.75 	8.66 
A,A4200,THS_HD,ITC4	109.88 	104.55 	103.63 	104.50 	112.64 	112.41 	111.65 	106.64 	102.92 	94.48 b	86.40 	85.12 
A,A4200,THS_HD,ITF1	23.39 	22.93 	23.82 	25.56 	19.64 	19.03 	22.32 	25.33 	21.52 	20.29 b	17.32 	14.46 
A,A4200,THS_HD,ITF2	7.90 	7.95 	8.63 	9.58 	10.50 	11.02 	13.75 	13.69 	10.61 	8.42 b	6.40 	6.51 
A,A4200,THS_HD,ITF3	39.92 	40.63 	40.60 	45.20 	40.77 	40.00 	47.39 	46.68 	51.18 	43.42 b	34.84 	43.60 
A,A4200,THS_HD,ITF4	46.83 	36.92 	36.44 	43.16 	35.46 	38.79 	47.64 	51.48 	52.36 	54.17 b	62.27 	45.72 
A,A4200,THS_HD,ITF5	70.06 	69.62 	68.96 	64.59 	55.50 	50.83 	60.42 	61.32 	56.90 	41.07 b	35.42 	36.18 
A,A4200,THS_HD,ITF6	113.73 	120.28 	121.71 	132.09 	126.01 	119.81 	118.09 	118.01 	113.71 	105.11 b	131.70 	95.07 
A,A4200,THS_HD,ITG1	151.54 	136.45 	136.28 	137.24 	118.56 	120.44 	96.21 	93.89 	90.86 	93.63 b	83.82 	82.11 
A,A4200,THS_HD,ITG2	200.71 	208.98 	208.20 	237.23 	226.48 	230.08 	273.19 	278.75 	282.63 	292.15 b	281.92 	256.40 
A,A4200,THS_HD,ITH1	15.20 	14.98 	15.20 	17.21 	31.06 	27.72 	27.21 	27.68 	27.90 	25.44 b	23.67 	29.29 
A,A4200,THS_HD,ITH2	7.51 	6.51 	8.14 	8.80 	12.51 	12.35 	12.24 	11.36 	10.97 	10.54 b	10.06 	9.94 
A,A4200,THS_HD,ITH3	15.79 	13.70 	17.90 	21.09 	19.94 	18.36 	23.95 	24.22 	26.40 	27.98 b	26.62 	23.89 
A,A4200,THS_HD,ITH4	3.30 	3.80 	3.81 	4.08 	5.25 	4.03 	5.61 	6.92 	7.40 	7.63 b	6.73 	7.71 
A,A4200,THS_HD,ITH5	13.74 	10.47 	13.68 	15.30 	20.85 	25.04 	25.13 	24.24 	23.73 	16.92 b	15.25 	16.91 
A,A4200,THS_HD,ITI1	19.02 	16.98 	23.49 	25.20 	26.45 	23.69 	25.49 	25.25 	23.76 	21.11 b	17.87 	22.08 
A,A4200,THS_HD,ITI2	4.68 	4.78 	4.72 	5.18 	4.49 	5.05 	6.51 	6.38 	6.59 	6.47 b	7.88 	7.15 
A,A4200,THS_HD,ITI3	4.18 	2.81 	4.96 	6.16 	19.35 	18.62 	16.05 	15.95 	15.13 	8.16 b	7.20 	6.78 
A,A4200,THS_HD,ITI4	34.42 	29.64 	30.15 	31.85 	25.74 	27.28 	35.19 	36.21 	44.65 	42.07 b	44.32 	39.36 
A,A4200,THS_HD,LT00	13.90 p	13.00 p	13.50 p	13.40 	14.30 p	14.30 p	15.10 p	14.70 p	14.70 p	: 	: 	: 
A,A4200,THS_HD,LT01	2.60 	2.40 	2.70 	2.80 	2.90 	3.30 	3.30 	3.40 	3.40 	3.62 	3.42 	3.55 
A,A4200,THS_HD,LT02	11.20 	10.60 	10.80 	10.60 	11.40 	11.00 	11.80 	11.30 	11.30 	11.38 	10.57 	9.94 
A,A4200,THS_HD,LU00	: 	: 	5.13 e	: 	: 	: 	5.35 e	: 	: 	5.09 d	: 	: 
A,A4200,THS_HD,LV00	12.62 	12.29 	12.68 p	13.16 	12.76 p	12.24 p	11.69 p	11.48 	11.40 	11.68 	10.34 	9.06 p
A,A4200,THS_HD,ME00	30.00 	33.00 	30.00 	31.00 p	29.00 	29.00 p	28.70 p	27.82 p	29.03 p	29.14 p	28.95 p	26.83 p
A,A4200,THS_HD,MK00	75.00 	81.00 	88.00 	102.00 	107.00 	117.00 	87.00 	95.00 	76.00 	80.00 	86.00 	98.00 
A,A4200,THS_HD,MT00	4.60 	4.63 	4.94 	4.97 	5.16 	5.73 	5.59 	5.53 	5.64 	6.52 	6.56 	6.67 
A,A4200,THS_HD,NL11	8.00 	9.00 	8.00 	9.00 	9.00 	8.00 	10.00 	11.00 	11.00 	11.00 	10.00 	10.00 
A,A4200,THS_HD,NL12	16.00 	16.00 	19.00 	20.00 	21.00 	19.00 	21.00 	20.00 	23.00 	23.00 	27.00 	26.00 
A,A4200,THS_HD,NL13	14.00 	15.00 	15.00 	16.00 	18.00 	18.00 	19.00 	18.00 	24.00 	23.00 	24.00 	23.00 
A,A4200,THS_HD,NL21	56.00 	60.00 	60.00 	65.00 	74.00 	73.00 	75.00 	78.00 	84.00 	87.00 	87.00 	86.00 
A,A4200,THS_HD,NL22	86.00 	94.00 	106.00 	117.00 	94.00 	128.00 	135.00 	135.00 	134.00 	132.00 	136.00 	135.00 
A,A4200,THS_HD,NL23	5.00 	6.00 	7.00 	8.00 	42.00 	8.00 	9.00 	9.00 	8.00 	8.00 	8.00 	8.00 
A,A4200,THS_HD,NL31	21.00 	23.00 	23.00 	24.00 	28.00 	26.00 	30.00 	30.00 	32.00 	33.00 	: 	: 
A,A4200,THS_HD,NL32	11.00 	12.00 	14.00 	14.00 	17.00 	16.00 	16.00 	17.00 	20.00 	20.00 	17.00 	17.00 
A,A4200,THS_HD,NL33	13.00 	15.00 	15.00 	16.00 	18.00 	18.00 	19.00 	21.00 	21.00 	19.00 	: 	: 
A,A4200,THS_HD,NL34	1.00 	1.00 	1.00 	3.00 	3.00 	3.00 	4.00 	4.00 	5.00 	5.00 	5.00 	4.00 
A,A4200,THS_HD,NL35	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29.00 	32.00 
A,A4200,THS_HD,NL36	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.00 	17.00 
A,A4200,THS_HD,NL41	138.00 	149.00 	159.00 	165.00 	171.00 	149.00 	159.00 	161.00 	162.00 	156.00 	160.00 	154.00 
A,A4200,THS_HD,NL42	40.00 	40.00 	42.00 	47.00 	53.00 	51.00 	55.00 	53.00 	52.00 	54.00 	47.00 	41.00 
A,A4200,THS_HD,PT11	100.29 	95.76 	89.90 	85.65 	81.34 	82.11 	75.58 	75.83 	88.32 	86.72 	83.47 	79.71 
A,A4200,THS_HD,PT15	15.00 	14.22 	17.45 	15.95 	15.59 	15.91 	14.36 	13.89 	15.53 	14.65 	13.92 	12.56 
A,A4200,THS_HD,PT16	132.78 	128.09 	127.10 	116.82 	112.47 	110.11 	106.58 	106.86 	128.87 	123.57 	: 	: 
A,A4200,THS_HD,PT17	7.28 	8.23 	8.40 	8.00 	8.72 	7.95 	8.13 	8.49 	10.38 	12.06 	: 	: 
A,A4200,THS_HD,PT18	130.32 	122.30 	116.60 	107.42 	107.88 	101.64 	98.93 	93.15 	109.09 	102.43 	: 	: 
A,A4200,THS_HD,PT19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.94 	89.55 
A,A4200,THS_HD,PT1A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4.95 	5.27 
A,A4200,THS_HD,PT1B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.01 	4.33 
A,A4200,THS_HD,PT1C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	88.39 	86.81 
A,A4200,THS_HD,PT1D	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	30.61 	29.33 
A,A4200,THS_HD,PT20	7.30 	7.83 	6.54 	6.47 	6.90 p	7.39 	6.53 	7.89 	7.67 	7.76 	7.06 	6.60 
A,A4200,THS_HD,PT30	5.42 	5.62 	6.80 	6.83 	6.76 p	6.17 	6.60 	5.98 	4.65 	4.85 	4.28 	4.48 
A,A4200,THS_HD,RO11	95.00 	105.00 	107.40 	112.80 	115.30 	118.00 	120.10 	121.90 	112.20 	114.40 	115.00 	113.90 
A,A4200,THS_HD,RO12	117.50 	125.10 	130.60 	134.60 	139.20 	141.70 	128.30 	126.90 	124.20 	127.20 	143.50 	144.50 
A,A4200,THS_HD,RO21	208.90 	222.70 	224.20 	229.90 	230.80 	235.70 	238.60 	249.40 	239.00 	227.80 	217.00 	226.80 
A,A4200,THS_HD,RO22	328.50 	361.70 	367.80 	371.80 	377.80 	390.40 	425.80 	426.30 	379.50 	385.00 	342.40 	332.20 
A,A4200,THS_HD,RO31	237.30 	251.80 	256.90 	260.60 	261.30 	270.00 	279.40 	277.40 	267.20 	264.30 	238.40 	233.00 
A,A4200,THS_HD,RO32	11.50 	12.90 	12.10 	13.50 	13.50 	12.30 	14.30 	14.60 	4.30 	4.90 	5.20 	4.80 
A,A4200,THS_HD,RO41	251.60 	270.70 	270.30 	283.60 	286.40 	289.20 	302.30 	309.90 	287.90 	280.40 	276.90 	286.00 
A,A4200,THS_HD,RO42	62.70 	67.30 	70.90 	76.30 	79.00 	82.00 	86.00 	85.40 	78.20 	79.20 	83.30 	84.90 
A,A4200,THS_HD,RS11	: 	6.81 	11.35 	7.59 	8.00 	9.00 	8.00 	7.00 	7.00 	6.87 	6.66 	4.68 
A,A4200,THS_HD,RS12	: 	53.61 	52.65 	45.01 	46.00 	48.00 	46.00 	50.00 	49.00 	47.68 	30.87 	24.23 
A,A4200,THS_HD,RS21	: 	69.04 	62.68 	69.49 	52.00 	70.00 	68.00 	70.00 	67.00 	67.17 	51.58 	45.49 
A,A4200,THS_HD,RS22	: 	89.14 	76.14 	78.06 	76.00 	69.00 	70.00 	75.00 	72.00 	69.98 	57.96 	44.66 
A,A4200,THS_HD,SE11	: 	: 	: 	: 	0.00 n	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SE12	: 	: 	: 	: 	0.00 n	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SE21	: 	: 	: 	: 	0.00 n	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SE22	: 	: 	: 	: 	0.00 n	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SE23	: 	: 	: 	: 	0.00 n	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SE31	: 	: 	: 	: 	0.00 n	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SE32	: 	: 	: 	: 	0.00 n	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SE33	: 	: 	: 	: 	0.00 n	: 	: 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SK01	0.79 	0.71 	0.67 	0.58 	0.59 	0.67 	0.62 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SK02	9.41 	9.53 	9.44 	9.50 	9.61 	9.15 	8.91 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SK03	15.09 	15.39 	16.26 	16.15 	16.68 	16.32 	15.47 	: 	: 	: 	: 	: 
A,A4200,THS_HD,SK04	10.17 	9.55 	9.96 	10.12 	10.18 	10.77 	10.60 	: 	: 	: 	: 	: 
A,A4200,THS_HD,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	21.55 	22.30 
A,A4200,THS_HD,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	168.16 	182.77 
A,A4200,THS_HD,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	372.64 	370.94 
A,A4200,THS_HD,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	174.74 	192.74 
A,A4200,THS_HD,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	438.02 	431.42 
A,A4200,THS_HD,TR33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	407.82 	418.56 
A,A4200,THS_HD,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	198.14 	209.25 
A,A4200,THS_HD,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	71.29 	69.20 
A,A4200,THS_HD,TR51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	259.13 	253.93 
A,A4200,THS_HD,TR52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	433.25 	454.74 
A,A4200,THS_HD,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	968.48 	958.43 
A,A4200,THS_HD,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1167.17 	1210.39 
A,A4200,THS_HD,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	639.83 	587.66 
A,A4200,THS_HD,TR71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	187.91 	211.08 
A,A4200,THS_HD,TR72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	183.84 	192.44 
A,A4200,THS_HD,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	15.66 	18.31 
A,A4200,THS_HD,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56.78 	54.78 
A,A4200,THS_HD,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	204.86 	195.27 
A,A4200,THS_HD,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	82.10 	81.68 
A,A4200,THS_HD,TRA1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	144.26 	133.61 
A,A4200,THS_HD,TRA2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	138.95 	164.23 
A,A4200,THS_HD,TRB1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	432.34 	469.27 
A,A4200,THS_HD,TRB2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	993.55 	1167.50 
A,A4200,THS_HD,TRC1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	471.88 	457.12 
A,A4200,THS_HD,TRC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	548.67 	655.19 
A,A4200,THS_HD,TRC3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1521.93 	1659.27 
A,A4200,THS_HD,UKN0	0.00 	3.00 	4.00 	4.00 	4.00 p	4.00 p	3.00 	: 	: 	: 	: 	: 
