freq,hatchitm,animals,unit,geo\TIME_PERIOD	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,IMP_IEU,A5130O,THS,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	392 	547 	604 	367 	583 	356 	444 	440 	344 	558 	224 	35 	0 	0 	0 	: 	0 	21.5 	0 	305.9 	0 	9.3 	4.3 	89.1 	492.6 	12.6 	0.5 	81 	0 	0 p	0 p	35 p	46.8 p	613.3 p	80 p	0 p	0 p	0 p	1 p	1.29 	3.8 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130ON,THS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	385 	75 	165 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	197.8 	31.82 	35.75 	71.92 	68.09 	35.8 	95.86 	60.21 	56.72 	128.82 	48.3 	30.82 	705 	216.91 
A,IMP_IEU,A5130ON,THS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142 	99 	151 	142 	147 	177 	100 	150 	118 	139 	172 	126 	89 	140 	95 	244 	261 	140 	141 	108 	117 	121 	136 	101 	167 	: 	30 	73 	91.2 	171.7 	56.3 	28.3 	60 	107.3 	107.9 	83.68 	56.02 	29.04 	62.49 	123.03 	217.02 	240.43 	288.8 	74.37 	190.65 	150.25 	144.93 
A,IMP_IEU,A5130ON,THS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	231 	: 	: 	: 	324 	304 	877 	538 	0 	165.78 e	148.82 e	260.44 e	286.38 e	252.93 e	232.6 e	185.87 e	75.95 e	65.04 e	11.44 
A,IMP_IEU,A5130ON,THS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.5 	8.3 	: 	: 	: 	2.1 	8.2 	: 	1.5 	2.1 	2.1 	2.08 	2.08 	: 	2.08 e	0 e	0 e	0 e	0 e	80.95 e	0 	0 	0 
A,IMP_IEU,A5130ON,THS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1376.4 	: 	: 	: 	: 	: 	263.1 	306.8 	47.74 	59.78 	: @C	0 	20.2 	103.83 	84.73 	124.34 e	80.5 	144.83 	93.14 	150.04 	103.67 
A,IMP_IEU,A5130ON,THS,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86.8 	129.5 	76.5 	102.9 	76.2 	80.8 	46.5 	43.3 	29.3 	30.4 	: 	26.9 	113.1 	565.6 b	675.2 	361.5 	1378.6 	3731 	4341.8 	1995.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17.9 e	0 e	0 e	0 e	0.52 e	434.48 e	372.82 e	358.87 e	924.1 e	246.5 e	1122.39 e	1914.76 
A,IMP_IEU,A5130ON,THS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	66.6 	0 	19 	27.2 	14.9 	34.1 	98.9 	48.4 	15.4 	33 	53.1 	93.5 	855.6 	786.3 	: 	: 	: 	90 	53 	32 	: 	: 	: 	: 	: 	: 	61.8 	: 	: 	120.9 	202.9 	257.7 	3434.2 	109 	72 	60 	13 	0 	0 	0 	0 	: 	70 	92 	0 	0 
A,IMP_IEU,A5130ON,THS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	107 e	215.25 e	338.43 e	303.52 e	255.8 e	0 e	98 e	204.09 e	114 e	275.21 
A,IMP_IEU,A5130ON,THS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26.1 	32.4 	35.3 	53.7 	214.7 	41.4 	98 	194.6 	185.5 	203 	347 	58 	: 	0 	0 	0 	0 	214 	378 	506 	: 	375 	: 	0 	216 	289 	549 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	41 	22 	: 	46.83 	39.53 
A,IMP_IEU,A5130ON,THS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	422 	392 	: 	: 	0 	0 	0 	2051.7 	987.6 	1350 	1983.5 	949.7 	1560.4 	: 	1928.9 	1713.5 	1692.6 	2217.8 	: 	3154.3 	: 	6671.1 	2969.3 p	3657.7 p	3400.3 p	3705.2 p	5350.9 p	7354.1 p	5956.88 e	1845.1 e	2432.55 e	4610.27 	13591.8 p	4463.04 p	2577.28 p	2258.09 p	2274.87 	3321.2 	3636.3 
A,IMP_IEU,A5130ON,THS,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130ON,THS,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130ON,THS,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130ON,THS,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130ON,THS,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130ON,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	1 	0 	1 	6 	5 	6 	2 	3 	55 	14 	20 	21 	47 	17 	57 	46 	52 	32 	41 	47 	24 	12 	4 	18 	11 	20 
A,IMP_IEU,A5130ON,THS,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	81 	139 	195 	182 	144 	99 	135 	162.7 	119.4 	118.7 	: 	101.7 	78.6 	62.9 	53.5 	590.4 	180.8 	76.3 	157.7 	414 	221 	675.2 	1711.3 	860.4 	611.9 	620.5 	474.4 	190.2 	70.4 	245.9 	1161.7 p	2044.8 p	2577.4 p	639 p	588.83 p	1396.46 p	1848.78 p	1578.62 p	1805.6 p	1459.19 p	976.99 p	831.14 p	330.85 p	526.44 p	663.26 p	1655.88 p	1332.04 p
A,IMP_IEU,A5130ON,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	345 	306 	277 	149 	343 	409.02 e	459.66 e	456.65 e	233.92 e	492.27 e	522.04 e	290.49 e	354.5 e	363.86 e	280.13 
A,IMP_IEU,A5130ON,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	136.4 	: @C	0 	641.4 	682.9 	582.3 	596.72 	848.59 	326.03 	481.85 	616.31 	228.23 	263.13 	817.24 	2397.67 	1418.49 	741.91 	399.7 
A,IMP_IEU,A5130ON,THS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: 	: 	: 	: 	52.6 	81.3 	227.5 	488 	253 	86 	191 	174 	1140 	702 	557 	763 	734 	1086 	1134 	1162 
A,IMP_IEU,A5130ON,THS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130ON,THS,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	16.8 	7 	38.5 	56 	11 	: 	: 	0 	109 	267 e	43 	: 	284 	432 	472 	1761 	982 	557 	736 	917 	417 	456 	443 	1419 	: 	1510 	1178 	596 	612 	784 	455 	3443 	5621 	2824 	5226 	4193 	4682 p	5274 	5397 	5587 	7651 	5461 	5490 	6667 	7091 	8455 	8653 
A,IMP_IEU,A5130ON,THS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	0 	0 	0 	0 	0 	559.86 	282.19 	669.6 	103.88 	108.51 	452.01 	512.73 	430.58 	223.25 	127.73 
A,IMP_IEU,A5130ON,THS,LU	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	12.3 e	42 e	: 	: 	: 	: 	: 	4.99 e	0 e	: 	: 	5.1 
A,IMP_IEU,A5130ON,THS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,IMP_IEU,A5130ON,THS,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	: @C	: @C	: @C	0 	: @C	: @C	: @C	: @C	: @C	0 	0 	0 	0 	0 
A,IMP_IEU,A5130ON,THS,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91 	133 	127 	150 	175 	167 	281 	343 	242 	225 	207 	204 	125 	65 	201 	: 	263 	253 	402 	572 	455 p	350 	499 	396 p	313 p	234 p	197 	292.2 	336 	352 	352 	409 	321 	329 	944 	3419.97 e	9449.45 e	482 p	704 	509 	543 	487 	736 	887 	807.96 	645.81 	848.42 
A,IMP_IEU,A5130ON,THS,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1643.2 	2135.9 	4203.5 	2430.7 	1283.7 	1319.7 	1990.3 	2075.57 	1869.13 	1836.78 	4467.63 	7852.11 	8144.03 	11999.81 	5913.91 	5409.67 p	8403.47 p	9006.49 	11087.19 p	9183.73 p
A,IMP_IEU,A5130ON,THS,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	67 	82 	64 	54 	57 	51 	53 	89 	90 	264 	: 	189.5 	170.3 	105.5 	246.8 	184.1 	53 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	1755 p	2172 	2318 	2226.72 	2019.75 	2472.25 
A,IMP_IEU,A5130ON,THS,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,IMP_IEU,A5130ON,THS,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	343 p	228 	366.44 	311.67 	214.48 	345.1 	0 	0 	0 	0 	0 	0 	0 
A,IMP_IEU,A5130ON,THS,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8 	9 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C
A,IMP_IEU,A5130ON,THS,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,IMP_IEU,A5130ON,THS,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	0 	0 	0 	: @C	0 	0 	0 	: @C	0 	0 	: @C	0 	0 	0 
A,IMP_IEU,A5130ON,THS,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	148 	139 	186 	207 	125 	79 	93 	22 	27 	0 	64 	450 	695 	748 	1018 	: 	242.5 	1077.5 	454.3 	794.7 	577.6 	370.2 	360.1 	394.2 	1116.4 	385.2 	447.8 	178 	2750.7 	1030.3 p	731.1 p	116.5 p	117.5 p	0 p	15.3 p	0 p	0 p	126.83 p	177.69 p	82.53 	104.81 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130P,THS,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	356 	40 	1347 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3349 	2839.29 	3154.22 	4375.71 	1643.91 	1789.31 	1551.35 	734.04 	875.18 	436.67 	524.49 	598.86 	1123.71 	1000.63 
A,IMP_IEU,A5130P,THS,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	382 	2335 	2150 	2555 	3165 	2583 	2186 	2481 	2294 	1442 	1101 	1023.5 	1031 	717 	699 	717 	2023 	2650 	3147 	9680 	10195 	7978 	7704 	6560 	7806 	: 	4962 	6890 	4836.9 	7994.4 	5283.3 	6450.2 	5777.1 	6242.4 	8399.3 	4707.25 	6141.93 	2705.8 	8761.51 	10616.35 	12423.95 	10393.54 	15998.89 	13654.24 	3402.45 	4173.37 	3222.44 
A,IMP_IEU,A5130P,THS,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42 	: 	: 	: 	388 	244 	0 	0 	0 	0 e	0 e	141.91 e	0 e	17.92 e	113 e	493.58 e	499.62 e	0 e	211.32 
A,IMP_IEU,A5130P,THS,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10 	: 	: 	: 	0 	0 	: 	5.5 	0 	0 	0 	0 	: 	1.6 e	0 e	0 e	0 e	0 e	0 e	100.91 	79.04 	79.04 
A,IMP_IEU,A5130P,THS,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4061 	12324 	22031 p	17604.9 	13822.9 	16770.62 	11523.07 	7469.69 	7597.46 	7508.23 	7229.35 	2027.42 	1704 e	1810.01 	0 	93.05 	307.54 	599.9 
A,IMP_IEU,A5130P,THS,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12.6 	129.9 	35.6 	16.7 	13.5 	36.8 	50.7 	23 	17 	53 	: 	17 	1782 	6585 b	8290 	9171 	8842.7 	23205.8 	27848.7 	38645.1 	: 	: 	: 	: 	: 	90966.7 	116738.1 	118730 	124924.6 	92012.7 	74977.7 	86574.4 p	169634.4 p	88710.7 p	118372.81 	143732.02 e	168939.83 e	155665.49 e	149552.27 e	129629.44 e	113727.12 e	95060.03 e	100815.65 e	90412.21 e	82294.45 e	66273.45 e	56611.05 
A,IMP_IEU,A5130P,THS,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	30.3 	21 	0 	1.1 	11.8 	0 	0 	0 	7.5 	71.5 	605.1 	1160.2 	: 	: 	: 	7125 	17517 	130 	: 	: 	: 	: 	: 	: 	0 	: 	0 	0 	0 	0 	70.4 	0 	1208 	1587 	92 	0 	0 	0 	0 	: 	0 	145 	0 	0 
A,IMP_IEU,A5130P,THS,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 e	1614.62 e	2366.79 e	3849.7 e	7187 e	13190.46 e	14138.93 e	14503.27 e	14008.2 e	4662.14 
A,IMP_IEU,A5130P,THS,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	64 	0 	0 	0 	0 	0 	0 p	0 	0 	0 	0 	: 	0 	0 	0 	0 	609 	4505 	2000 	: 	2754 	: 	532 	576 	1214 	3332 	: 	: 	: 	7876 p	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	4348 	869 	: 	2372.84 	4216.28 
A,IMP_IEU,A5130P,THS,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2178 	709 	: 	: 	0 	0 	0 	0 	0 	0 	3983.4 	2680.4 	4210 	: 	6287.1 	10755.1 	8981.3 	10979.1 	: 	12488.2 	: 	15622.1 	19044.4 p	25532 p	47959.3 p	103771.6 p	31981.7 p	17743.13 p	25156.87 e	30426.77 e	32875.65 e	39121.4 	39264.23 p	28236.58 p	7823.01 p	4331.64 p	8431.34 	12385.75 	8431.64 
A,IMP_IEU,A5130P,THS,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130P,THS,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130P,THS,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130P,THS,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130P,THS,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130P,THS,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	28 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,IMP_IEU,A5130P,THS,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4441 	5948 	7201 	6266 	6413 	5428 	4092 	4028.8 	5018.8 	3177 	: 	3169.3 	4169.8 	2681.9 	1666.2 	674.5 p	801.4 	1829.1 	3661.1 	5725.4 	6820.3 	5425 	5674 	7255.3 	8311.3 	9567.6 	9492.3 	8887.1 	8837.4 	10695.7 	9214.2 p	9625.9 p	8723.3 p	9835.6 p	12302.73 p	11575.36 p	11717.31 p	12669.57 p	15860.63 p	18585.78 p	17684.13 p	14991.43 p	12091.47 p	9497.88 p	12501.49 p	8660.62 p	7181.7 p
A,IMP_IEU,A5130P,THS,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80 	259 	1806 	1598 	3138 	4668.33 e	4114.12 e	4783.61 e	5649.16 e	6244.82 e	6417.29 e	7046.63 e	7233.26 e	7378.81 e	6716.87 
A,IMP_IEU,A5130P,THS,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	603.3 	270.6 	4798.6 	5295.1 	9308.7 	11429.31 	10644.97 	7190.6 	3911.6 	2661.96 	173.01 	2756.57 	1793.1 	1902.15 	1803.14 	1770.31 	3826.97 
A,IMP_IEU,A5130P,THS,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	435.5 	798.9 	797.7 	1030.3 	1101.9 	692.4 	900.7 	1028.9 	1486.3 	2721.8 	3660 	3012.8 	3238.7 	3943.8 	5353.6 	5846.1 	7718.1 	4539.4 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: 	: 	: 	: 	3991.7 	4665 	4884.4 	4488 	2353 	3254 	2631 	2753 	4810 	2213 	3055 	3345 	3802 	5530 	5796 	5522 
A,IMP_IEU,A5130P,THS,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,IMP_IEU,A5130P,THS,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	93.3 	0 	0 	0 	0 	: 	: 	0 	566 	2517 e	: 	3294 	2020 	1643 	2410 	5619 	6854 	4129 	2350 	2397 	3417 	1821 	645 	656 	: 	1676 	208 	178 	97 	: 	165 	92 	75 	27 	535 	674 	826 p	1085 	2109 	1185 	5 	41 	156 	1 	3 	18 	27 
A,IMP_IEU,A5130P,THS,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	0 	0 	: @C	: @C	2344.41 	3745.23 	1188.97 	783 	2499.18 	1803.81 	1358.17 	1951.33 	5723.94 	7681.43 
A,IMP_IEU,A5130P,THS,LU	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	203.87 e	468.33 e	: 	: 	: 	: 	: 	0 e	12.91 e	: 	: 	42 
A,IMP_IEU,A5130P,THS,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	147.6 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
